file,player_id,date,recorded_minutes,session_duration_minutes,total_distance_meters,high_speed_running_distance,sprint_distance,acceleration_count,deceleration_count,peak_speed_ms,mean_speed_ms,distance_per_min,sprint_fraction,sample_rate_hz,n_gps_samples,error,qc_flags,qc_pass
2020-10-13-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-10-13,114.04,79.53,5726.0,344.1,156.1,54,40,7.15,1.2,72.0,0.0273,10.0,68416,,,1
2020-10-13-TeamB-baf3897a-3e70-f16a-5548-5822de1b372a.parquet,TeamB-baf3897a-3e70-f16a-5548-5822de1b372a,2020-10-13,99.9,73.95,5653.7,314.4,77.7,26,30,6.35,1.274,76.5,0.0137,10.0,59933,,,1
2020-10-13-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-10-13,111.52,82.22,6605.8,517.8,208.9,63,91,6.8,1.339,80.3,0.0316,10.0,66906,,,1
2020-10-13-TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b.parquet,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-10-13,80.88,54.51,3663.8,207.5,84.0,28,28,6.8,1.12,67.2,0.0229,10.0,48518,,,1
2020-10-13-TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3.parquet,TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-10-13,98.64,75.22,6124.4,406.2,123.6,50,77,6.73,1.357,81.4,0.0202,10.0,59163,,,1
2020-10-14-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-10-14,101.36,70.68,5548.2,712.7,314.8,19,27,6.73,1.308,78.5,0.0567,10.0,60811,,,1
2020-10-14-TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7.parquet,TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7,2020-10-14,102.49,70.53,5727.7,931.4,465.4,25,45,7.61,1.354,81.2,0.0813,10.0,61487,,,1
2020-10-14-TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c.parquet,TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c,2020-10-14,91.8,63.29,5012.2,824.0,437.7,32,49,7.74,1.32,79.2,0.0873,10.0,55075,,,1
2020-10-14-TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5.parquet,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-10-14,97.76,65.9,4516.9,350.2,181.7,34,33,7.86,1.142,68.5,0.0402,10.0,58651,,,1
2020-10-14-TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952.parquet,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-10-14,97.67,72.93,5484.6,821.0,413.9,26,45,7.38,1.253,75.2,0.0755,10.0,58597,,,1
2020-10-14-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-10-14,97.63,32.9,1566.0,11.8,1.1,19,27,5.31,0.793,47.6,0.0007,10.0,58569,,,1
2020-10-14-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-10-14,90.66,44.23,2142.1,4.9,0.0,12,36,5.2,0.807,48.4,0.0,10.0,54383,,,1
2020-10-14-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-10-14,90.24,66.22,5418.2,764.2,353.2,26,62,7.69,1.364,81.8,0.0652,10.0,54135,,,1
2020-10-14-TeamB-9c845827-99f9-47f4-977d-2200a107a013.parquet,TeamB-9c845827-99f9-47f4-977d-2200a107a013,2020-10-14,103.67,58.86,4650.7,553.1,253.3,30,46,8.49,1.317,79.0,0.0545,10.0,62193,,,1
2020-10-14-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-10-14,95.62,58.51,4905.5,764.5,297.7,32,34,7.06,1.397,83.8,0.0607,10.0,57366,,,1
2020-10-14-TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc.parquet,TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-10-14,107.07,51.23,3801.0,204.2,93.3,32,26,7.18,1.237,74.2,0.0246,10.0,64235,,,1
2020-10-14-TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255.parquet,TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255,2020-10-14,96.04,37.03,2629.2,255.0,129.6,15,22,7.33,1.183,71.0,0.0493,10.0,57619,,,1
2020-10-14-TeamB-ab691983-3544-4a0e-8f70-db44d85cb907.parquet,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-10-14,99.15,69.39,5156.4,587.2,323.3,31,42,7.42,1.238,74.3,0.0627,10.0,59485,,,1
2020-10-14-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-10-14,98.02,65.54,5155.9,758.3,374.6,37,48,7.55,1.311,78.7,0.0727,10.0,58809,,,1
2020-10-14-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-10-14,102.61,64.3,5206.7,814.9,362.8,40,54,7.13,1.35,81.0,0.0697,10.0,61558,,,1
2020-10-14-TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3.parquet,TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-10-14,67.57,33.44,2195.9,55.0,25.9,14,21,6.43,1.094,65.7,0.0118,10.0,40535,,,1
2020-10-16-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-10-16,75.1,45.8,2995.6,59.1,11.5,17,19,5.79,1.09,65.4,0.0038,10.0,45054,,,1
2020-10-16-TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7.parquet,TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7,2020-10-16,117.26,60.72,4784.6,305.3,81.6,22,45,6.6,1.313,78.8,0.0171,10.0,70341,,,1
2020-10-16-TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c.parquet,TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c,2020-10-16,120.87,67.03,4835.1,362.1,147.7,33,46,7.93,1.202,72.1,0.0305,10.0,72518,,,1
2020-10-16-TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5.parquet,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-10-16,105.85,64.42,4604.0,178.0,62.1,24,42,6.84,1.191,71.5,0.0135,10.0,63502,,,1
2020-10-16-TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952.parquet,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-10-16,104.86,69.35,5096.9,199.4,57.7,38,30,6.86,1.225,73.5,0.0113,10.0,62903,,,1
2020-10-16-TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc.parquet,TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc,2020-10-16,115.89,67.74,4856.2,283.9,79.6,37,30,6.18,1.195,71.7,0.0164,10.0,69527,,,1
2020-10-16-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-10-16,123.82,66.49,3523.7,33.5,19.9,35,45,6.18,0.883,53.0,0.0057,10.0,74286,,,1
2020-10-16-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-10-16,122.46,67.8,3531.0,48.7,0.0,42,58,5.23,0.868,52.1,0.0,10.0,73468,,,1
2020-10-16-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-10-16,88.95,55.79,3785.1,315.7,103.6,39,55,7.32,1.131,67.8,0.0274,10.0,53360,,,1
2020-10-16-TeamB-9c845827-99f9-47f4-977d-2200a107a013.parquet,TeamB-9c845827-99f9-47f4-977d-2200a107a013,2020-10-16,113.47,53.72,3505.9,179.1,69.8,39,53,7.71,1.088,65.3,0.0199,10.0,68076,,,1
2020-10-16-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-10-16,109.88,66.66,4787.6,331.6,84.9,39,33,6.21,1.197,71.8,0.0177,10.0,65922,,,1
2020-10-16-TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc.parquet,TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-10-16,103.29,63.73,4658.2,390.3,156.2,30,43,7.16,1.218,73.1,0.0335,10.0,61969,,,1
2020-10-16-TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255.parquet,TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255,2020-10-16,40.05,16.79,1173.4,64.8,13.3,17,4,6.01,1.165,69.9,0.0113,10.0,24028,,,1
2020-10-16-TeamB-ab691983-3544-4a0e-8f70-db44d85cb907.parquet,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-10-16,112.43,68.37,5074.1,146.2,41.9,26,35,6.62,1.237,74.2,0.0083,10.0,67450,,,1
2020-10-16-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-10-16,100.2,67.86,4515.0,337.3,104.7,43,32,6.52,1.109,66.5,0.0232,10.0,60117,,,1
2020-10-16-TeamB-baf3897a-3e70-f16a-5548-5822de1b372a.parquet,TeamB-baf3897a-3e70-f16a-5548-5822de1b372a,2020-10-16,95.93,60.59,4450.4,142.0,28.1,20,30,6.31,1.224,73.5,0.0063,10.0,57554,,,1
2020-10-16-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-10-16,107.14,59.05,4249.1,290.2,107.7,37,46,6.84,1.199,72.0,0.0254,10.0,64278,,,1
2020-10-16-TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b.parquet,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-10-16,103.37,61.63,4953.7,432.4,184.6,51,60,7.11,1.34,80.4,0.0373,10.0,62016,,,1
2020-10-16-TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3.parquet,TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-10-16,107.76,60.06,4551.8,306.7,88.6,42,34,6.36,1.263,75.8,0.0195,10.0,64639,,,1
2020-10-17-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-10-17,70.9,40.11,2652.8,42.8,5.0,13,12,5.87,1.102,66.1,0.0019,10.0,42538,,,1
2020-10-17-TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7.parquet,TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7,2020-10-17,63.87,42.64,2525.0,101.4,22.3,9,20,6.39,0.987,59.2,0.0088,10.0,38319,,,1
2020-10-17-TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c.parquet,TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c,2020-10-17,79.94,39.13,2487.3,45.2,16.2,21,28,5.91,1.059,63.6,0.0065,10.0,47959,,,1
2020-10-17-TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5.parquet,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-10-17,68.89,31.2,2040.6,91.1,25.6,23,20,7.16,1.09,65.4,0.0125,10.0,41328,,,1
2020-10-17-TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc.parquet,TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc,2020-10-17,69.3,43.49,2796.7,70.7,11.8,19,21,6.06,1.072,64.3,0.0042,10.0,41572,,,1
2020-10-17-TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952.parquet,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-10-17,57.66,35.32,2315.8,55.0,14.3,15,16,6.31,1.093,65.6,0.0062,10.0,34587,,,1
2020-10-17-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-10-17,69.42,32.95,1617.9,15.2,0.0,14,19,5.18,0.818,49.1,0.0,10.0,41647,,,1
2020-10-17-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-10-17,59.99,38.68,1952.0,1.8,0.0,43,41,4.72,0.841,50.5,0.0,10.0,35991,,,1
2020-10-17-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-10-17,58.83,35.25,2371.4,123.7,28.7,15,19,6.47,1.121,67.3,0.0121,10.0,35292,,,1
2020-10-17-TeamB-9c845827-99f9-47f4-977d-2200a107a013.parquet,TeamB-9c845827-99f9-47f4-977d-2200a107a013,2020-10-17,71.76,37.32,2465.9,99.8,14.8,23,35,6.03,1.101,66.1,0.006,10.0,43043,,,1
2020-10-17-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-10-17,66.9,37.34,2345.8,95.8,30.0,18,11,6.16,1.047,62.8,0.0128,10.0,40132,,,1
2020-10-17-TeamB-ab691983-3544-4a0e-8f70-db44d85cb907.parquet,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-10-17,67.4,39.56,2469.9,93.3,32.9,17,24,6.06,1.041,62.4,0.0133,10.0,40430,,,1
2020-10-17-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-10-17,65.08,37.52,2237.7,111.3,33.7,23,14,6.37,0.994,59.6,0.0151,10.0,39043,,,1
2020-10-17-TeamB-baf3897a-3e70-f16a-5548-5822de1b372a.parquet,TeamB-baf3897a-3e70-f16a-5548-5822de1b372a,2020-10-17,62.99,37.17,2587.8,51.9,2.7,16,17,5.43,1.16,69.6,0.001,10.0,37788,,,1
2020-10-17-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-10-17,65.34,39.07,2553.3,56.6,12.4,40,31,6.02,1.089,65.3,0.0048,10.0,39197,,,1
2020-10-17-TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b.parquet,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-10-17,59.42,23.36,1213.9,37.4,19.6,10,15,6.83,0.866,52.0,0.0162,10.0,35649,,,1
2020-10-17-TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3.parquet,TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-10-17,55.34,24.37,1477.2,32.2,17.6,17,12,6.21,1.01,60.6,0.0119,10.0,33196,,,1
2020-10-18-TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7.parquet,TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7,2020-10-18,125.76,101.97,11780.3,1776.6,713.8,45,69,7.73,1.926,115.5,0.0606,10.0,75444,,,1
2020-10-18-TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c.parquet,TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c,2020-10-18,125.13,102.8,11472.7,1784.1,824.2,51,85,7.81,1.86,111.6,0.0718,10.0,75074,,,1
2020-10-18-TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5.parquet,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-10-18,122.41,100.08,10384.0,995.9,419.7,47,69,8.05,1.729,103.8,0.0404,10.0,73437,,,1
2020-10-18-TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc.parquet,TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc,2020-10-18,119.91,101.39,11457.2,1429.9,551.7,49,80,7.53,1.883,113.0,0.0481,10.0,71935,,,1
2020-10-18-TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952.parquet,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-10-18,122.56,85.21,9100.6,890.8,362.0,47,41,8.05,1.78,106.8,0.0398,10.0,73527,,,1
2020-10-18-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-10-18,119.89,102.52,5900.4,57.0,3.8,33,33,5.56,0.959,57.6,0.0006,10.0,71919,,,1
2020-10-18-TeamB-70b74270-f655-43cc-a188-1ebc7a828b95.parquet,TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,2020-10-18,43.18,35.93,4019.8,765.9,416.4,23,43,7.71,1.864,111.9,0.1036,10.0,25899,,,1
2020-10-18-TeamB-9c845827-99f9-47f4-977d-2200a107a013.parquet,TeamB-9c845827-99f9-47f4-977d-2200a107a013,2020-10-18,47.49,28.44,2521.9,213.3,55.7,16,10,6.64,1.478,88.7,0.0221,10.0,28483,,,1
2020-10-18-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-10-18,96.1,73.2,8163.8,1162.5,500.5,38,60,7.75,1.859,111.5,0.0613,10.0,57652,,,1
2020-10-18-TeamB-ab691983-3544-4a0e-8f70-db44d85cb907.parquet,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-10-18,119.68,102.22,10586.7,879.0,328.3,46,56,7.77,1.726,103.6,0.031,10.0,71798,,,1
2020-10-18-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-10-18,122.49,95.32,9386.5,1101.9,450.3,52,55,7.8,1.641,98.5,0.048,10.0,73486,,,1
2020-10-18-TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b.parquet,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-10-18,128.0,102.61,11574.3,1547.2,711.2,53,71,7.96,1.88,112.8,0.0614,10.0,76797,,,1
2020-10-21-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-10-21,89.41,66.75,4779.9,83.6,13.2,31,39,5.76,1.194,71.6,0.0028,10.0,53645,,,1
2020-10-21-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-10-21,85.92,34.26,1707.0,1.3,0.0,12,11,4.49,0.83,49.8,0.0,10.0,51548,,,1
2020-10-21-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-10-21,91.01,46.29,2276.0,0.0,0.0,28,14,4.15,0.82,49.2,0.0,10.0,54602,,,1
2020-10-21-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-10-21,94.17,58.33,3815.1,59.6,5.4,33,30,5.63,1.09,65.4,0.0014,10.0,56498,,,1
2020-10-21-TeamB-9c845827-99f9-47f4-977d-2200a107a013.parquet,TeamB-9c845827-99f9-47f4-977d-2200a107a013,2020-10-21,94.19,54.44,3432.3,81.5,8.2,46,42,5.66,1.051,63.0,0.0024,10.0,56503,,,1
2020-10-21-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-10-21,68.53,42.13,2565.7,53.1,6.0,18,20,5.66,1.015,60.9,0.0023,10.0,41113,,,1
2020-10-21-TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc.parquet,TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-10-21,84.86,43.55,2781.8,59.7,9.6,25,23,6.34,1.065,63.9,0.0034,10.0,50907,,,1
2020-10-21-TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255.parquet,TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255,2020-10-21,73.59,45.94,2904.2,71.6,6.5,22,34,5.79,1.054,63.2,0.0022,10.0,44123,,,1
2020-10-21-TeamB-baf3897a-3e70-f16a-5548-5822de1b372a.parquet,TeamB-baf3897a-3e70-f16a-5548-5822de1b372a,2020-10-21,96.87,56.27,3821.0,62.0,2.7,24,31,5.76,1.132,67.9,0.0007,10.0,58119,,,1
2020-10-21-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-10-21,87.51,57.48,3929.7,86.2,9.8,45,45,5.8,1.139,68.4,0.0025,10.0,52496,,,1
2020-10-21-TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3.parquet,TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-10-21,85.99,53.73,3477.2,86.4,11.3,44,50,6.36,1.079,64.7,0.0032,10.0,51590,,,1
2020-10-22-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-10-22,120.61,82.07,6305.7,399.8,110.0,47,68,6.63,1.281,76.8,0.0174,10.0,72359,,,1
2020-10-22-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-10-22,123.66,61.66,3538.5,90.6,16.4,28,45,5.83,0.956,57.4,0.0046,10.0,74186,,,1
2020-10-22-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-10-22,119.27,63.02,3813.8,94.3,24.4,43,42,7.56,1.009,60.5,0.0064,10.0,71554,,,1
2020-10-22-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-10-22,123.15,80.97,5972.5,509.8,242.1,60,76,7.67,1.229,73.8,0.0405,10.0,73881,,,1
2020-10-22-TeamB-9c845827-99f9-47f4-977d-2200a107a013.parquet,TeamB-9c845827-99f9-47f4-977d-2200a107a013,2020-10-22,113.42,64.95,4065.6,129.3,40.7,40,58,6.61,1.043,62.6,0.01,10.0,68034,,,1
2020-10-22-TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc.parquet,TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-10-22,128.01,76.52,5916.2,623.4,294.5,54,65,7.48,1.289,77.3,0.0498,10.0,76802,,,1
2020-10-22-TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255.parquet,TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255,2020-10-22,118.43,84.7,6259.6,783.6,343.5,45,65,7.26,1.232,73.9,0.0549,10.0,71029,,,1
2020-10-22-TeamB-baf3897a-3e70-f16a-5548-5822de1b372a.parquet,TeamB-baf3897a-3e70-f16a-5548-5822de1b372a,2020-10-22,101.97,68.28,5164.5,360.1,117.2,47,40,6.91,1.261,75.6,0.0227,10.0,61175,,,1
2020-10-22-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-10-22,121.96,72.91,5553.1,524.9,200.9,61,67,7.01,1.269,76.2,0.0362,10.0,73168,,,1
2020-10-22-TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b.parquet,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-10-22,126.01,79.37,6292.1,708.0,320.4,52,74,7.18,1.321,79.3,0.0509,10.0,75600,,,1
2020-10-22-TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3.parquet,TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-10-22,125.34,72.98,5404.2,506.0,183.4,55,69,6.5,1.234,74.0,0.0339,10.0,75195,,,1
2020-10-23-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-10-23,88.12,63.13,4535.1,43.3,0.5,38,39,5.3,1.197,71.8,0.0001,10.0,52870,,,1
2020-10-23-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-10-23,101.62,34.98,1885.4,2.7,0.0,15,27,4.6,0.898,53.9,0.0,10.0,60961,,,1
2020-10-23-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-10-23,99.42,31.77,1888.8,7.4,0.0,6,14,4.94,0.991,59.5,0.0,10.0,59644,,,1
2020-10-23-TeamB-9c845827-99f9-47f4-977d-2200a107a013.parquet,TeamB-9c845827-99f9-47f4-977d-2200a107a013,2020-10-23,98.36,44.84,3072.0,107.8,39.5,24,22,6.65,1.142,68.5,0.0129,10.0,58995,,,1
2020-10-23-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-10-23,88.19,49.86,3243.9,37.4,17.1,20,12,6.58,1.084,65.1,0.0053,10.0,52908,,,1
2020-10-23-TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc.parquet,TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-10-23,86.44,54.39,3793.0,129.0,32.5,40,36,6.72,1.162,69.7,0.0086,10.0,51855,,,1
2020-10-23-TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255.parquet,TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255,2020-10-23,96.4,53.68,4027.6,286.6,32.9,40,36,6.13,1.251,75.0,0.0082,10.0,57811,,,1
2020-10-23-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-10-23,97.34,50.03,3259.8,40.7,14.0,35,29,6.98,1.086,65.2,0.0043,10.0,58396,,,1
2020-10-23-TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b.parquet,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-10-23,96.59,56.64,3899.5,105.1,34.6,35,34,6.88,1.147,68.8,0.0089,10.0,57949,,,1
2020-10-23-TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3.parquet,TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-10-23,101.12,50.83,3391.7,37.6,11.5,24,30,5.87,1.112,66.7,0.0034,10.0,60665,,,1
2020-10-26-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-10-26,112.61,76.09,5231.6,327.0,90.9,40,46,6.31,1.146,68.8,0.0174,10.0,67561,,,1
2020-10-26-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-10-26,109.72,60.9,3857.1,83.3,10.3,41,24,5.79,1.056,63.3,0.0027,10.0,65821,,,1
